品牌,型号,雪茄,税前价格,库存,折扣,原价,链接,更新时间
Vegueros,Vegueros - Tapados,Vegueros - Tapados 16 box,99.36,available,-3%,102.43,https://selected-cigars.com/en/vegueros-tapados,2020-03-30 20:00
Jose La Piedra,Jose La Piedra - Brevas,Jose La Piedra - Brevas 1 piece,2.20,available,0,2.20,https://selected-cigars.com/en/jose-la-piedra-brevas,2020-03-30 20:00
Jose La Piedra,Jose La Piedra - Brevas,Jose La Piedra - Brevas 5pcs,10.35,available,-3%,10.67,https://selected-cigars.com/en/jose-la-piedra-brevas,2020-03-30 20:00
Jose La Piedra,Jose La Piedra - Brevas,Jose La Piedra - Brevas 25pcs,51.75,available,-3%,53.35,https://selected-cigars.com/en/jose-la-piedra-brevas,2020-03-30 20:00
Vegueros,Vegueros - Entretiempos,Vegueros - Entretiempos 1pc,7.50,available,0,7.50,https://selected-cigars.com/en/vegueros-entretiempos,2020-03-30 20:00
Vegueros,Vegueros - Entretiempos,Vegueros - Entretiempos 4pcs box,28.23,small quantities available,-3%,29.10,https://selected-cigars.com/en/vegueros-entretiempos,2020-03-30 20:00
Vegueros,Vegueros - Entretiempos,Vegueros - Entretiempos 16pcs box,112.91,available,-3%,116.40,https://selected-cigars.com/en/vegueros-entretiempos,2020-03-30 20:00
Montecristo,Montecristo - Joyitas,Montecristo - Joyitas 1 piece,6.70,available,0,6.70,https://selected-cigars.com/en/montecristo-joyitas,2020-03-30 20:00
Montecristo,Montecristo - Joyitas,"Montecristo - Joyitas 25pcs, wooden Box",157.61,small quantities available,-3%,162.48,https://selected-cigars.com/en/montecristo-joyitas,2020-03-30 20:00
Cohiba,Cohiba - Linea Classica Exquisitos,Cohiba - LINEA CLASICA Exquisitos 1 piece,15.00,available,0,15.00,https://selected-cigars.com/en/cohiba-linea-clasica-exquisitos,2020-03-30 20:00
Cohiba,Cohiba - Linea Classica Exquisitos,Cohiba - LINEA CLASICA Exquisitos 5pcs Box,70.57,small quantities available,-3%,72.75,https://selected-cigars.com/en/cohiba-linea-clasica-exquisitos,2020-03-30 20:00
Cohiba,Cohiba - Linea Classica Exquisitos,"Cohiba - LINEA CLASICA Exquisitos 25pcs, wooden Box",352.84,Sold Out,-3%,363.75,https://selected-cigars.com/en/cohiba-linea-clasica-exquisitos,2020-03-30 20:00
Partagás,Partagás - Aristocrats,Partagás - Aristocrats 1 piece,5.00,available,0,5.00,https://selected-cigars.com/en/partagas-aristocrats,2020-03-30 20:00
Partagás,Partagás - Aristocrats,"Partagás - Aristocrats 25pcs, wooden Box",117.61,small quantities available,-3%,121.25,https://selected-cigars.com/en/partagas-aristocrats,2020-03-30 20:00
Bolívar,Bolívar - Tubos No.3 A/T,Bolívar - Tubos No. 3 A/T 1pc,6.90,available,0,6.90,https://selected-cigars.com/en/bolivar-tubos-no-3,2020-03-30 20:00
Bolívar,Bolívar - Tubos No.3 A/T,Bolívar - Tubos No. 3 A/T 25pcs Box,162.31,small quantities available,-3%,167.33,https://selected-cigars.com/en/bolivar-tubos-no-3,2020-03-30 20:00
Romeo y Julieta,Romeo y Julieta - Petit Churchills,Romeo y Julieta - Petit Churchills 1 piece,9.80,available,0,9.80,https://selected-cigars.com/en/romeo-y-julieta-petit-churchills,2020-03-30 20:00
Romeo y Julieta,Romeo y Julieta - Petit Churchills,"Romeo y Julieta - Petit Churchills 1 piece, Alu Tubo",10.90,available,0,10.90,https://selected-cigars.com/en/romeo-y-julieta-petit-churchills,2020-03-30 20:00
Romeo y Julieta,Romeo y Julieta - Petit Churchills,"Romeo y Julieta - Petit Churchills 3pcs, Alu Tubo",30.77,available,-3%,31.72,https://selected-cigars.com/en/romeo-y-julieta-petit-churchills,2020-03-30 20:00
Romeo y Julieta,Romeo y Julieta - Petit Churchills,"Romeo y Julieta - Petit Churchills 25pcs, wooden Box",230.52,small quantities available,-3%,237.65,https://selected-cigars.com/en/romeo-y-julieta-petit-churchills,2020-03-30 20:00
Punch,Punch - Petit Coronations,"Punch - Petit Coronations 1 piece, Alu Tubos",6.20,available,0,6.20,https://selected-cigars.com/en/punch-petit-coronations,2020-03-30 20:00
Punch,Punch - Petit Coronations,"Punch - Petit Coronations 25pcs, Alu Tubos",145.84,Sold Out,-3%,150.35,https://selected-cigars.com/en/punch-petit-coronations,2020-03-30 20:00
Ramón Allones,Ramon Allones - LCDH Allones Superiores,Ramon Allones Allones Superiores exklusiv for LCDH - 1 pc,9.80,available,0,9.80,https://selected-cigars.com/en/ramon-allones-allones-superiores-exklusiv-fuer-lcdh,2020-03-30 20:00
Ramón Allones,Ramon Allones - LCDH Allones Superiores,Ramon Allones Allones Superiores exklusiv for LCDH - 10pcs,92.21,available,-3%,95.06,https://selected-cigars.com/en/ramon-allones-allones-superiores-exklusiv-fuer-lcdh,2020-03-30 20:00
H. Upmann,H. Upmann - Half Coronas,H. Upmann - Half Corona 1 piece,4.40,Sold Out,0,4.40,https://selected-cigars.com/en/h-upmann-half-corona,2020-03-30 20:00
H. Upmann,H. Upmann - Half Coronas,"H. Upmann - Half Corona 5 pieces, sheet metal crate",24.46,available,-3%,25.22,https://selected-cigars.com/en/h-upmann-half-corona,2020-03-30 20:00
H. Upmann,H. Upmann - Half Coronas,"H. Upmann - Half Corona 25pcs,wooden Box",103.50,available,-3%,106.70,https://selected-cigars.com/en/h-upmann-half-corona,2020-03-30 20:00
Partagás,Partagás - Serie D No.4,Partagás - Serie D No. 4 1 piece,11.30,small quantities available,0,11.30,https://selected-cigars.com/en/partagas-serie-d-no-4,2020-03-30 20:00
Partagás,Partagás - Serie D No.4,"Partagás - Serie D No. 4 1 piece, Alu Tubo",12.50,available,0,12.50,https://selected-cigars.com/en/partagas-serie-d-no-4,2020-03-30 20:00
Partagás,Partagás - Serie D No.4,"Partagás - Serie D No. 4 3pcs, Alu Tubo",35.29,available,-3%,36.38,https://selected-cigars.com/en/partagas-serie-d-no-4,2020-03-30 20:00
Partagás,Partagás - Serie D No.4,"Partagás - Serie D No. 4 10pcs, wooden Box",106.32,available,-3%,109.61,https://selected-cigars.com/en/partagas-serie-d-no-4,2020-03-30 20:00
Partagás,Partagás - Serie D No.4,"Partagás - Serie D No. 4 25pcs, wooden Box",265.81,available,-3%,274.03,https://selected-cigars.com/en/partagas-serie-d-no-4,2020-03-30 20:00
Partagás,Partagás - Serie D No.4,Partagás - Serie D No. 4 A/T special 25er Metalltube,294.04,Sold Out,-3%,303.13,https://selected-cigars.com/en/partagas-serie-d-no-4,2020-03-30 20:00
Romeo y Julieta,Romeo y Julieta - Churchills Anejados A/T,ROMEO Y JULIETA CHURCHILLS ANEJADOS A/T 1 Pc,27.00,available,0,27.00,https://selected-cigars.com/en/romeo-y-julieta-churchills-a-t-a-ejados,2020-03-30 20:00
Romeo y Julieta,Romeo y Julieta - Churchills Anejados A/T,ROMEO Y JULIETA CHURCHILLS  ANEJADOS A/T 25 PIECES BOX,635.11,available,-3%,654.75,https://selected-cigars.com/en/romeo-y-julieta-churchills-a-t-a-ejados,2020-03-30 20:00
Romeo y Julieta,Romeo y Julieta - Wide Churchills,Romeo y Julieta - Wide Churchills 1 piece,12.40,available,0,12.40,https://selected-cigars.com/en/romeo-y-julieta-wide-churchills,2020-03-30 20:00
Romeo y Julieta,Romeo y Julieta - Wide Churchills,"Romeo y Julieta - Wide Churchills 1 piece, Alu Tubo",13.60,available,0,13.60,https://selected-cigars.com/en/romeo-y-julieta-wide-churchills,2020-03-30 20:00
Romeo y Julieta,Romeo y Julieta - Wide Churchills,"Romeo y Julieta - Wide Churchills 3pcs, Alu Tubo",38.39,available,-3%,39.58,https://selected-cigars.com/en/romeo-y-julieta-wide-churchills,2020-03-30 20:00
Romeo y Julieta,Romeo y Julieta - Wide Churchills,"Romeo y Julieta - Wide Churchills 10pcs, wooden Box",116.67,Sold Out,-3%,120.28,https://selected-cigars.com/en/romeo-y-julieta-wide-churchills,2020-03-30 20:00
Romeo y Julieta,Romeo y Julieta - Wide Churchills,"Romeo y Julieta - Wide Churchills 25pcs, wooden Box",291.68,available,-3%,300.70,https://selected-cigars.com/en/romeo-y-julieta-wide-churchills,2020-03-30 20:00
Trinidad,Trinidad - Vigía,Trinidad Vigía 1 piece,14.00,Sold Out,0,14.00,https://selected-cigars.com/en/trinidad-vigia,2020-03-30 20:00
Trinidad,Trinidad - Vigía,Trinidad Vigía Alu Tubo 1 piece,15.60,Sold Out,0,15.60,https://selected-cigars.com/en/trinidad-vigia,2020-03-30 20:00
Trinidad,Trinidad - Vigía,Trinidad Vigía Alu Tubo 3pcs,44.04,available,-3%,45.40,https://selected-cigars.com/en/trinidad-vigia,2020-03-30 20:00
Trinidad,Trinidad - Vigía,"Trinidad Vigía - 12pcs, wooden Box /1 Box per Customer",158.07,Sold Out,-3%,162.96,https://selected-cigars.com/en/trinidad-vigia,2020-03-30 20:00
Por Larrañaga,Por Larrañaga - Coronas ER 2017,POR LARRAÑAGA CORONAS - EDICÍON REGIONALES 2017 - 1 pc - max. 5 pcs per customer,10.20,small quantities available,0,10.20,https://selected-cigars.com/en/por-larra-aga-coronas-er-5ta-avenida-2017,2020-03-30 20:00
Por Larrañaga,Por Larrañaga - Coronas ER 2017,POR LARRAÑAGA CORONAS - EDICÍON REGIONALES 2017 - 50 pcs - 1 Box per Customer,479.86,Sold Out,-3%,494.70,https://selected-cigars.com/en/por-larra-aga-coronas-er-5ta-avenida-2017,2020-03-30 20:00
Montecristo,Montecristo - No.2,Montecristo - No. 2 1 piece,15.40,available,0,15.40,https://selected-cigars.com/en/montecristo-no-2,2020-03-30 20:00
Montecristo,Montecristo - No.2,"Montecristo - No. 2 10pcs, wooden Box",144.90,small quantities available,-3%,149.38,https://selected-cigars.com/en/montecristo-no-2,2020-03-30 20:00
Montecristo,Montecristo - No.2,"Montecristo - No. 2 25pcs, wooden Box",362.25,small quantities available,-3%,373.45,https://selected-cigars.com/en/montecristo-no-2,2020-03-30 20:00
Montecristo,Montecristo - No.2,Montecristo - No.2 3pcs Box,43.47,small quantities available,-3%,44.81,https://selected-cigars.com/en/montecristo-no-2,2020-03-30 20:00
Partagás,Partagás - Serie P No.2,Partagás - Serie P No. 2 1 piece,13.60,available,0,13.60,https://selected-cigars.com/en/partagas-serie-p-no-2,2020-03-30 20:00
Partagás,Partagás - Serie P No.2,"Partagás - Serie P No. 2 1 piece, Alu Tubo",14.80,available,0,14.80,https://selected-cigars.com/en/partagas-serie-p-no-2,2020-03-30 20:00
Partagás,Partagás - Serie P No.2,"Partagás - Serie P No. 2 3pcs, Alu Tubo",41.78,available,-3%,43.07,https://selected-cigars.com/en/partagas-serie-p-no-2,2020-03-30 20:00
Partagás,Partagás - Serie P No.2,"Partagás - Serie P No. 2 10pcs, wooden Box",127.96,available,-3%,131.92,https://selected-cigars.com/en/partagas-serie-p-no-2,2020-03-30 20:00
Partagás,Partagás - Serie P No.2,"Partagás - Serie P No. 2 25pcs, wooden Box",319.91,available,-3%,329.80,https://selected-cigars.com/en/partagas-serie-p-no-2,2020-03-30 20:00
Ramón Allones,Ramón Allones - Specially Selected,Ramón Allones - Specially Selected 1 piece,10.00,available,0,10.00,https://selected-cigars.com/en/ramon-allones-specially-selected,2020-03-30 20:00
Ramón Allones,Ramón Allones - Specially Selected,"Ramón Allones - Specially Selected 50pcs, wooden Box",470.45,small quantities available,-3%,485.00,https://selected-cigars.com/en/ramon-allones-specially-selected,2020-03-30 20:00
Ramón Allones,Ramón Allones - Specially Selected,"Ramón Allones - Specially Selected 25pcs, wooden Box",235.22,available,-3%,242.50,https://selected-cigars.com/en/ramon-allones-specially-selected,2020-03-30 20:00
Jose La Piedra,Jose La Piedra - Petit Cazadores,Jose La Piedra - Petit Cazadores 1 piece,1.80,available,0,1.80,https://selected-cigars.com/en/jose-la-piedra-petit-cazadores,2020-03-30 20:00
Jose La Piedra,Jose La Piedra - Petit Cazadores,Jose La Piedra - Petit Cazadores 5pcs,8.47,available,-3%,8.73,https://selected-cigars.com/en/jose-la-piedra-petit-cazadores,2020-03-30 20:00
Jose La Piedra,Jose La Piedra - Petit Cazadores,Jose La Piedra - Petit Cazadores 25pcs,42.34,available,-3%,43.65,https://selected-cigars.com/en/jose-la-piedra-petit-cazadores,2020-03-30 20:00
Hoyo de Monterrey,Hoyo de Monterrey - Epicure Especial,Hoyo de Monterrey - Epicure Especial 1 piece,13.30,available,0,13.30,https://selected-cigars.com/en/hoyo-de-monterrey-epicure-especial,2020-03-30 20:00
Hoyo de Monterrey,Hoyo de Monterrey - Epicure Especial,"Hoyo de Monterrey - Epicure Especial 1 piece, Alu Tubo",14.30,available,0,14.30,https://selected-cigars.com/en/hoyo-de-monterrey-epicure-especial,2020-03-30 20:00
Hoyo de Monterrey,Hoyo de Monterrey - Epicure Especial,"Hoyo de Monterrey - Epicure Especial 3pcs, Alu Tubo",40.36,available,-3%,41.61,https://selected-cigars.com/en/hoyo-de-monterrey-epicure-especial,2020-03-30 20:00
Hoyo de Monterrey,Hoyo de Monterrey - Epicure Especial,"Hoyo de Monterrey - Epicure Especial 10pcs, wooden Box",125.14,Sold Out,-3%,129.01,https://selected-cigars.com/en/hoyo-de-monterrey-epicure-especial,2020-03-30 20:00
Hoyo de Monterrey,Hoyo de Monterrey - Epicure Especial,"Hoyo de Monterrey - Epicure Especial 25pcs, wooden Box",312.85,available,-3%,322.53,https://selected-cigars.com/en/hoyo-de-monterrey-epicure-especial,2020-03-30 20:00
Hoyo de Monterrey,Hoyo de Monterrey - Le Hoyo de Rio Seco,HOYO DE MONTERREY LE HOYO DE RIO SECO 1 PC,15.40,available,0,15.40,https://selected-cigars.com/en/hoyo-de-monterrey-le-hoyo-de-rio-seco,2020-03-30 20:00
Hoyo de Monterrey,Hoyo de Monterrey - Le Hoyo de Rio Seco,HOYO DE MONTERREY LE HOYO DE RIO SECO 10 Pcs Box,144.90,Sold Out,-3%,149.38,https://selected-cigars.com/en/hoyo-de-monterrey-le-hoyo-de-rio-seco,2020-03-30 20:00
Hoyo de Monterrey,Hoyo de Monterrey - Le Hoyo de Rio Seco,HOYO DE MONTERREY LE HOYO DE RIO SECO 25 pcs Box,362.25,available,-3%,373.45,https://selected-cigars.com/en/hoyo-de-monterrey-le-hoyo-de-rio-seco,2020-03-30 20:00
Por Larrañaga,Por Larrañaga - Petit Coronas,Por Larrañaga - Petit Coronas 1 piece,6.90,available,0,6.90,https://selected-cigars.com/en/por-larra-aga-petit-coronas,2020-03-30 20:00
Por Larrañaga,Por Larrañaga - Petit Coronas,"Por Larrañaga - Petit Coronas 50pcs, wooden Box",324.61,available,-3%,334.65,https://selected-cigars.com/en/por-larra-aga-petit-coronas,2020-03-30 20:00
Trinidad,Trinidad - Reyes,Trinidad - Reyes 1 piece,8.60,available,0,8.60,https://selected-cigars.com/en/trinidad-reyes,2020-03-30 20:00
Trinidad,Trinidad - Reyes,"Trinidad - Reyes 12pcs, wooden Box",97.10,available,-3%,100.10,https://selected-cigars.com/en/trinidad-reyes,2020-03-30 20:00
Trinidad,Trinidad - Reyes,"Trinidad - Reyes 24pcs, wooden Box",194.20,available,-3%,200.21,https://selected-cigars.com/en/trinidad-reyes,2020-03-30 20:00
Trinidad,Trinidad - Reyes,Trinidad - Reyes 5pcs Box,39.05,Sold Out,-3%,40.26,https://selected-cigars.com/en/trinidad-reyes,2020-03-30 20:00
Jose La Piedra,Jose La Piedra - Cazadores,Jose La Piedra - Cazadores 1 piece,2.40,available,0,2.40,https://selected-cigars.com/en/jose-la-piedra-cazadores,2020-03-30 20:00
Jose La Piedra,Jose La Piedra - Cazadores,Jose La Piedra - Cazadores 5pcs,11.29,available,-3%,11.64,https://selected-cigars.com/en/jose-la-piedra-cazadores,2020-03-30 20:00
Jose La Piedra,Jose La Piedra - Cazadores,Jose La Piedra - Cazadores 25pcs,56.45,small quantities available,-3%,58.20,https://selected-cigars.com/en/jose-la-piedra-cazadores,2020-03-30 20:00
Hoyo de Monterrey,Hoyo de Monterrey - Epicure No.2,Hoyo de Monterrey - Epicure No. 2 1 piece,11.20,available,0,11.20,https://selected-cigars.com/en/hoyo-de-monterrey-epicure-no-2,2020-03-30 20:00
Hoyo de Monterrey,Hoyo de Monterrey - Epicure No.2,"Hoyo de Monterrey - Epicure No. 2 1 piece, Alu Tubo",12.60,available,0,12.60,https://selected-cigars.com/en/hoyo-de-monterrey-epicure-no-2,2020-03-30 20:00
Hoyo de Monterrey,Hoyo de Monterrey - Epicure No.2,Hoyo de Monterrey - Epicure No. 2 3pcs,31.61,available,-3%,32.59,https://selected-cigars.com/en/hoyo-de-monterrey-epicure-no-2,2020-03-30 20:00
Hoyo de Monterrey,Hoyo de Monterrey - Epicure No.2,"Hoyo de Monterrey - Epicure No. 2 3pcs, Alu Tubo",35.57,available,-3%,36.67,https://selected-cigars.com/en/hoyo-de-monterrey-epicure-no-2,2020-03-30 20:00
Hoyo de Monterrey,Hoyo de Monterrey - Epicure No.2,"Hoyo de Monterrey - Epicure No. 2 25pcs, wooden Box",263.45,small quantities available,-3%,271.60,https://selected-cigars.com/en/hoyo-de-monterrey-epicure-no-2,2020-03-30 20:00
Hoyo de Monterrey,Hoyo de Monterrey - Epicure No.2,"Hoyo de Monterrey - Epicure No. 2 50pcs, wooden Box",526.90,available,-3%,543.20,https://selected-cigars.com/en/hoyo-de-monterrey-epicure-no-2,2020-03-30 20:00
Partagás,Partagás - Lusitanias,Partagás - Lusitanias 1 piece,19.30,available,0,19.30,https://selected-cigars.com/en/catalog/product/view/id/1274/s/partagas-lusitanias/category/107/,2020-03-30 20:00
Partagás,Partagás - Lusitanias,"Partagás - Lusitanias 10pcs, wooden Box",181.59,Sold Out,-3%,187.21,https://selected-cigars.com/en/catalog/product/view/id/1274/s/partagas-lusitanias/category/107/,2020-03-30 20:00
Partagás,Partagás - Lusitanias,"Partagás - Lusitanias 25pcs, wooden Box",453.99,Sold Out,-3%,468.03,https://selected-cigars.com/en/catalog/product/view/id/1274/s/partagas-lusitanias/category/107/,2020-03-30 20:00
Partagás,Partagás - Lusitanias,"Partagás - Lusitanias 50pcs, wooden Box",907.97,Sold Out,-3%,936.05,https://selected-cigars.com/en/catalog/product/view/id/1274/s/partagas-lusitanias/category/107/,2020-03-30 20:00
Montecristo,Montecristo - No.4,Montecristo - No. 4 1 piece,9.00,available,0,9.00,https://selected-cigars.com/en/montecristo-no-4,2020-03-30 20:00
Montecristo,Montecristo - No.4,Montecristo - No. 4 3pcs Box,25.40,available,-3%,26.19,https://selected-cigars.com/en/montecristo-no-4,2020-03-30 20:00
Montecristo,Montecristo - No.4,Montecristo - No. 4 5pcs Box,42.34,small quantities available,-3%,43.65,https://selected-cigars.com/en/montecristo-no-4,2020-03-30 20:00
Montecristo,Montecristo - No.4,"Montecristo - No. 4 10pcs, wooden Box",84.68,small quantities available,-3%,87.30,https://selected-cigars.com/en/montecristo-no-4,2020-03-30 20:00
Montecristo,Montecristo - No.4,"Montecristo - No. 4 25pcs, wooden Box",211.70,available,-3%,218.25,https://selected-cigars.com/en/montecristo-no-4,2020-03-30 20:00
H. Upmann,H. Upmann - LCDH Connossieur A,H. Upmann Connossieur A – exclusiv for La Casa del Habano,14.30,available,0,14.30,https://selected-cigars.com/en/h-upmann-connossieur-a-exklusiv-fuer-lcdh,2020-03-30 20:00
H. Upmann,H. Upmann - LCDH Connossieur A,"H. Upmann Connossieur A – exclusiv for La Casa del Habano 25pcs, wooden Box",336.38,available,-3%,346.78,https://selected-cigars.com/en/h-upmann-connossieur-a-exklusiv-fuer-lcdh,2020-03-30 20:00
Trinidad,Trinidad - Coloniales,Trinidad - Coloniales 1 piece,12.80,available,0,12.80,https://selected-cigars.com/en/trinidad-coloniales,2020-03-30 20:00
Trinidad,Trinidad - Coloniales,"Trinidad - Coloniales 24pcs, wooden Box",289.04,available,-3%,297.98,https://selected-cigars.com/en/trinidad-coloniales,2020-03-30 20:00
Romeo y Julieta,Romeo y Julieta - Mille Fleurs,Romeo y Julieta - Mille Fleurs 1 piece,4.60,available,0,4.60,https://selected-cigars.com/en/romeo-y-julieta-mille-fleurs,2020-03-30 20:00
Romeo y Julieta,Romeo y Julieta - Mille Fleurs,"Romeo y Julieta - Mille Fleurs 10pcs, wooden Box",43.28,available,-3%,44.62,https://selected-cigars.com/en/romeo-y-julieta-mille-fleurs,2020-03-30 20:00
Romeo y Julieta,Romeo y Julieta - Mille Fleurs,"Romeo y Julieta - Mille Fleurs 25pcs, wooden Box",108.20,small quantities available,-3%,111.55,https://selected-cigars.com/en/romeo-y-julieta-mille-fleurs,2020-03-30 20:00
Partagás,Partagás - Presidentes,Partagás - Presidentes 1 piece,11.30,available,0,11.30,https://selected-cigars.com/en/partagas-presidentes,2020-03-30 20:00
Partagás,Partagás - Presidentes,"Partagás - Presidentes 25pcs, wooden Box",265.81,available,-3%,274.03,https://selected-cigars.com/en/partagas-presidentes,2020-03-30 20:00
